ACEN Colleges of Nursing,Program Type,State/Country,Status
Big Bend Community College,"7662 Chanute Street NE Moses Lake, Washington 98837 ",Associate,Washington,Accredited
Clark College,"1933 Fort Vancouver Way CCW224 Vancouver, Washington 98663-3598 ",Associate,Washington,Accredited
Columbia Basin College,"2600 North 20th Avenue Pasco, Washington 99301 United States",Associate,Washington,Accredited
Everett Community College,"2000 Tower Street Everett, Washington 98201-1390 ",Associate,Washington,Accredited
Grays Harbor College,"1620 Edward P. Smith Drive Aberdeen, Washington 98520 ",Associate,Washington,Accredited
Highline College,"2400 South 240th Street Des Moines, Washington 98198-9800 United States",Associate,Washington,Accredited
Lake Washington Institute of Technology,"1605 132nd Avenue NE Kirkland, Washington 98034 United States",Associate,Washington,Accredited
Lower Columbia College,"1600 Maple Street Longview, Washington 98632 United States",Associate,Washington,Accredited
Olympic College,"1600 Chester Avenue Bremerton, Washington 98337-1699 United States",Associate,Washington,Accredited
Olympic College,"1600 Chester Avenue Bremerton, Washington 98337-1699 ",Practical,Washington,Accredited
Pierce College Puyallup,"1601 39th Avenue SE Puyallup, Washington 98374 ",Associate,Washington,Accredited
Seattle College District,"1701 Broadway 2BE3210 Seattle, Washington 98122 United States",Associate,Washington,Accredited
Shoreline Community College,"16101 Greenwood Avenue North Seattle, Washington 98133-5696 ",Associate,Washington,Accredited
Skagit Valley College,"2405 East College Way Mount Vernon, Washington 98273-5899 ",Associate,Washington,Accredited
Spokane Community College,"1810 North Greene Street Spokane, Washington 99217 United States",Associate,Washington,Accredited
Tacoma Community College,"6501 South 19th Street, Office 19-88 Tacoma, Washington 98466 United States",Associate,Washington,Accredited
Walla Walla Community College,"500 Tausick Way Walla Walla, Washington 99362-9267 United States",Associate,Washington,Accredited
Wenatchee Valley College,"1300 Fifth Street Wenatchee, Washington 98801-1799 United States",Associate,Washington,Accredited
Whatcom Community College,"237 W. Kellogg RoadHPC Building Bellingham, Washington 98226 United States",Associate,Washington,Accredited
Yakima Valley College,"16th & Nob Hill Yakima, Washington 98907-2520 United States",Associate,Washington,Accredited
Blue Ridge Community and Technical College,"13650 Apple Harvest Drive Martinsburg, West Virginia 25403 United States",Associate,West Virginia,Accredited
Bluefield State College,"219 Rock Street Bluefield, West Virginia 24701 United States",Associate,West Virginia,Accredited
BridgeValley Community & Technical College,"2001 Union Carbide Drive South Charleston, West Virginia 25303 ",Associate,West Virginia,Accredited
Davis & Elkins College,"100 Campus Drive Elkins, West Virginia 26241-3996 ",Associate,West Virginia,Accredited
Davis & Elkins College,"100 Campus Drive Elkins, West Virginia 26241 ",Baccalaureate,West Virginia,Accredited
Eastern West Virginia Community & Technical College,"316 Eastern Drive Moorefield, West Virginia 26836 United States",Associate,West Virginia,Accredited
Fairmont State University,"1201 Locust Avenue Fairmont, West Virginia 26554-2470 United States",Associate,West Virginia,Accredited
Marshall University,"One John Marshall Drive Huntington, West Virginia 25755-9500 United States",Baccalaureate,West Virginia,Accredited
Marshall University,"One John Marshall Drive Huntington, West Virginia 25755-9500 United States",Master’s/Post-Master’s Certificate,West Virginia,Accredited
"Reynolds Memorial Hospital, Inc.","800 Wheeling Avenue Glen Dale, West Virginia 26038 United States",Practical,West Virginia,Accredited
Southern West Virginia Community and Technical College,"100 College Drive Logan, West Virginia 25601 ",Associate,West Virginia,Accredited
St. Mary’s Hospital and Marshall University,"2900 First Avenue Huntington, West Virginia 25702 ",Associate,West Virginia,Accredited
University of Charleston,"2300 MacCorkle Avenue SE Charleston, West Virginia 25304 United States",Master’s,West Virginia,Accredited
"University of Charleston, The","2300 MacCorkle Avenue SE Charleston, West Virginia 25304-1099 United States",Baccalaureate,West Virginia,Accredited
"University of Charleston, The","2300 MacCorkle Avenue Southeast Charleston, West Virginia 25304-1099 United States",Associate,West Virginia,Accredited
West Virginia Junior College – Charleston,"5514 Big Tyler Road, Suite 200 Cross Lanes, West Virginia 25313 United States",Associate,West Virginia,Accredited
West Virginia Junior College -Morgantown,"148 Willey Street Morgantown, West Virginia 26501 United States",Associate,West Virginia,Accredited
West Virginia Northern Community College,"1704 Market Street Wheeling, West Virginia 26003-3699 United States",Associate,West Virginia,Accredited
West Virginia University at Parkersburg,"300 Campus Drive Parkersburg, West Virginia 26104 United States",Associate,West Virginia,Accredited
West Virginia University at Parkersburg,"300 Campus Drive Parkersburg, West Virginia 26104 United States",Baccalaureate,West Virginia,Accredited
Blackhawk Technical College,"6004 South County Road G, PO Box 5009 Janesville, Wisconsin 53547-5009 ",Associate,Wisconsin,Accredited
Bryant & Stratton College – Milwaukee West,"10950 West Potter Road Wauwatosa, Wisconsin 53226 ",Associate,Wisconsin,Accredited
Bryant & Stratton College – Milwaukee West,"10950 West Potter Road Wauwatosa, Wisconsin 53226 ",Practical,Wisconsin,Accredited
Chippewa Valley Technical College,"620 West Clairemont Avenue Eau Claire, Wisconsin 54701 ",Associate,Wisconsin,Accredited
Chippewa Valley Technical College,"620 West Clairemont Avenue Eau Claire, Wisconsin 54701 USA",Practical,Wisconsin,Accredited
Fox Valley Technical College,"1825 N Bluemound Drive, Box 2277 Appleton, Wisconsin 54912-2277 ",Associate,Wisconsin,Accredited
Fox Valley Technical College,"1825 North Bluemound Drive Appleton, Wisconsin 54912 United States",Practical,Wisconsin,Accredited
Gateway Technical College,"3520 30th Avenue Kenosha, Wisconsin 53144-1690 United States",Associate,Wisconsin,Accredited
Herzing University – Brookfield,"15895 West Bluemound Road Brookfield, Wisconsin 53005 ",Practical,Wisconsin,Accredited
Lakeshore Technical College,"1290 North Avenue Cleveland, Wisconsin 53015 ",Associate,Wisconsin,Accredited
Lakeshore Technical College,"1290 North Avenue Cleveland, Wisconsin 53015 ",Practical,Wisconsin,Accredited
Madison Area Technical College,"1705 Hoffman Street Madison, Wisconsin 53704-2599 ",Associate,Wisconsin,Accredited
Madison Area Technical College,"2429 Perry Street Madison, Wisconsin 53713 United States",Practical,Wisconsin,Accredited
Mid-State Technical College,"500 32nd Street North Wisconsin Rapids, Wisconsin 54494 ",Associate,Wisconsin,Accredited
Milwaukee Area Technical College,"700 West State Street Milwaukee, Wisconsin 53233-1443 ",Associate,Wisconsin,Accredited
Milwaukee Area Technical College,"700 West State Street Milwaukee, Wisconsin 53233-1443 ",Practical,Wisconsin,Accredited
Moraine Park Technical College,"2151 North Main Street West Bend, Wisconsin 53090 ",Associate,Wisconsin,Accredited
Nicolet Area Technical College,"5364 College Drive Rhinelander, Wisconsin 54548 ",Associate,Wisconsin,Accredited
Northcentral Technical College,"1000 West Campus Drive Wausau, Wisconsin 54401-1880 United States",Associate,Wisconsin,Accredited
Northeast Wisconsin Technical College,"2740 West Mason Street, PO Box 19042 Green Bay, Wisconsin 54307-9042 United States",Associate,Wisconsin,Accredited
Northeast Wisconsin Technical College,"2740 West Mason Street, PO Box 19042 Green Bay, Wisconsin 54307-9042 ",Practical,Wisconsin,Accredited
Northwood Technical College,"1900 College Drive Rice Lake, Wisconsin 54868 ",Associate,Wisconsin,Accredited
Rasmussen University – Green Bay,"904 South Taylor Street, Suite 100 Green Bay, Wisconsin 54303 United States",Associate,Wisconsin,Accredited
Rasmussen University – Wausau,"1101 Westwood Drive Wausau, Wisconsin 54401 United States",Associate,Wisconsin,Accredited
Southwest Wisconsin Technical College,"1800 Bronson Boulevard Fennimore, Wisconsin 53809 United States",Associate,Wisconsin,Accredited
Waukesha County Technical College,"800 Main Street Pewaukee, Wisconsin 53072 United States",Associate,Wisconsin,Accredited
Western Technical College,"400 Seventh Street North La Crosse, Wisconsin 54601 United States",Associate,Wisconsin,Accredited
Casper College,"125 College Drive Casper, Wyoming 82601 United States",Associate,Wyoming,Accredited
Central Wyoming College,"2660 Peck Avenue Riverton, Wyoming 82501-1520 ",Associate,Wyoming,Accredited
Eastern Wyoming College,"3200 West C Street Torrington, Wyoming 82240 ",Associate,Wyoming,Accredited
Laramie County Community College,"1400 East College Drive Cheyenne, Wyoming 82007-3299 ",Associate,Wyoming,Accredited
Northern Wyoming Community College District,"300 West Sinclair St. Gillette, Wyoming 82718 United States",Associate,Wyoming,Accredited
Northwest College,"231 West 6th Street Powell, Wyoming 82435 ",Associate,Wyoming,Accredited
Western Wyoming Community College,"2500 College Drive Rock Springs, Wyoming 82901 United States",Associate,Wyoming,Accredited
University of the District of Columbia,"4250 Connecticut Ave. NW, Building 71, Suite 5345 Washington, Washington, DC 20008 United States",Baccalaureate,"Washington, DC",Accredited
University of the District of Columbia,"5171 South Dakota Avenue Northeast Washington, Washington, DC 20017 United States",Associate,"Washington, DC",Accredited
University of the Virgin Islands,"RR1 Box 10000 Kingshill, St. Croix, Virgin Islands 00850-9781 United States",Baccalaureate,Virgin Islands,Accredited
University of Guam,"UOG Station Mangilao, Guam 96923 United States",Baccalaureate,Guam,Accredited
